Name;StepDuration;PlanName;ResultType;ExecutionId;Timestamp;Throughput (Mbps);Jitter (ms);Packet Loss (%)
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409170914;153.0;0.021;19.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409171917;158.0;0.014;24.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409172921;160.0;0.019;23.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409173923;166.0;0.021;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409174926;165.0;0.006;18.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409175930;163.0;0.006;21.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409176933;192.0;0.006;7.8
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409177836;167.0;0.282;10.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409178842;165.0;0.021;14.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409179843;183.0;0.007;11.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409180844;190.0;0.01;6.7
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409181846;186.0;0.13;6.2
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409182848;158.0;0.005;18.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409183850;169.0;0.024;20.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409184852;170.0;0.007;12.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409185855;148.0;0.018;23.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409186857;165.0;0.047;21.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409187859;156.0;0.013;21.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409188862;155.0;0.009;25.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409189864;153.0;0.016;23.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409190866;160.0;0.014;18.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409191873;160.0;0.007;21.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409192877;155.0;0.015;22.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409193880;154.0;0.011;24.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409194882;151.0;0.011;24.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409195892;146.0;0.014;25.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409196897;155.0;0.039;23.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409197899;157.0;0.037;19.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409198902;164.0;0.015;30.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409199904;158.0;0.013;17.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409200906;160.0;0.026;14.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409201909;168.0;0.012;21.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409202910;193.0;0.006;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409203912;170.0;0.046;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409204918;171.0;0.005;17.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409205920;193.0;0.014;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409206923;178.0;0.005;17.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409207925;173.0;0.012;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409208927;172.0;0.01;14.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409209929;172.0;0.018;6.2
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409210933;176.0;0.021;19.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409211942;86.3;0.064;38.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409212849;78.6;0.045;63.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409213862;195.0;0.053;19.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409214864;191.0;0.051;7.8
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409215865;199.0;0.045;0.37
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409216869;189.0;0.007;5.1
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409217874;172.0;0.039;15.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409218875;169.0;0.006;15.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409219878;164.0;0.059;19.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409220881;166.0;0.006;17.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409221884;172.0;0.008;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409222885;190.0;0.006;5.9
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409223886;196.0;0.014;1.3
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409224897;164.0;0.02;19.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409225899;169.0;0.05;15.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409226904;174.0;0.013;12.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409227907;175.0;0.042;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409228909;170.0;0.044;15.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409229912;172.0;0.011;14.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409230915;172.0;0.023;14.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409231917;170.0;0.007;15.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409232924;167.0;0.004;16.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409233926;169.0;0.046;15.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409234929;167.0;0.004;17.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409235933;171.0;0.011;14.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409236838;166.0;0.047;17.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409237841;173.0;0.009;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409238844;166.0;0.008;17.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409239846;164.0;0.022;18.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409240853;169.0;0.047;15.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409241855;168.0;0.017;16.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409242858;163.0;0.013;19.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409243863;172.0;0.009;12.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409244867;178.0;0.012;11.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409245869;170.0;0.025;16.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409246871;171.0;0.005;14.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409247881;157.0;0.009;11.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409248884;159.0;0.021;21.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409249891;163.0;0.018;18.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409250894;159.0;0.028;11.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409251900;147.0;0.021;13.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409252903;140.0;0.047;31.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409253908;144.0;0.004;26.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409254915;149.0;0.011;27.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409255927;141.0;0.021;26.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409256932;138.0;0.007;31.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409257838;135.0;0.057;32.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409258946;128.0;0.025;33.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409259848;128.0;0.013;37.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409260851;137.0;0.031;33.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409261853;126.0;0.009;34.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409262859;119.0;0.029;35.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409263864;83.4;0.251;42.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409264871;91.4;0.039;58.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409265879;80.1;0.041;55.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409266886;81.8;0.054;59.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409267887;63.2;0.164;60.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409268893;54.6;0.095;66.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409269899;50.9;0.04;72.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409270903;56.2;0.083;74.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409271906;57.6;0.043;74.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409272913;57.1;0.146;69.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409273921;58.9;0.042;73.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409274923;59.0;0.061;70.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409275932;50.2;0.06;71.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409276834;55.0;0.027;73.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409277836;69.0;0.056;74.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409278840;65.5;0.046;66.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409279843;58.1;0.045;67.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409280851;54.8;0.07;69.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409281863;54.0;0.229;73.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409282871;60.4;0.086;74.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409283878;62.1;0.043;69.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409284880;53.6;0.67;72.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409285886;39.2;0.047;62.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409286889;15.4;0.29;67.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409287895;9.93;0.135;81.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409288899;13.5;0.333;98.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409289901;8.42;0.432;96.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409290912;8.41;0.879;96.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409291918;8.59;0.442;94.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409292926;9.43;0.043;95.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409293930;20.3;0.249;92.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;19.9;0.361;87.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429440;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
Adb iPerf Agent;0;Untitled;ADB iPerf Agent Server;[UNDEFINED_ID];1606409429441;0.0;0.0;0.0
